Customer_ID,Gender,Age,Emirate,Foot_Length_cm,Foot_Width_cm,Arch_Height,Shoe_Size_UAE,Preferred_Style,Color_Preference,Customization_Option,Material_Preference,Shopping_Channel,Virtual_TryOn_Score,Ordered,Delivery_Time_days,Fit_Satisfaction_Score,Comfort_Score,Return_Flag,Plus_Size
2824,F,33,Ras Al Khaimah,24.5,10.3,Normal,39,Sandals,Silver,Vegan Material,Synthetic,Offline,0.82,Y,6,5,5,N,N
2825,F,21,Fujairah,24.0,9.0,High,38,Loafers,Green,Vegan Material,Vegan,Offline,0.89,Y,4,5,5,N,N
2826,M,43,Fujairah,28.8,10.0,Normal,40,Heels,Beige,None,Mesh,Online,0.92,Y,6,5,5,N,N
2827,M,18,Umm Al Quwain,25.7,11.7,Normal,39,Heels,Blue,Initials,Canvas,Offline,0.95,Y,10,5,5,N,N
2828,F,44,Sharjah,25.0,10.2,Low,38,Sneakers,Gold,Wide Fit,Vegan,Online,0.83,Y,6,5,5,N,N
2829,F,41,Abu Dhabi,25.3,11.1,Low,38,Sneakers,Beige,Glitter,Mesh,Online,0.92,Y,5,1,1,N,N
2830,F,58,Abu Dhabi,24.5,9.4,Low,38,Boots,Pink,Wide Fit,Mesh,Online,0.83,Y,6,5,5,N,N
2831,F,41,Umm Al Quwain,23.8,10.2,Normal,36,Sandals,Black,None,Canvas,Offline,0.96,Y,8,4,4,N,N
2832,M,45,Dubai,28.3,10.9,Normal,43,Sports,Red,None,Leather,Offline,0.85,Y,4,5,5,N,N
2833,F,33,Dubai,27.0,9.7,High,40,Sports,Black,Glitter,Canvas,Online,0.87,Y,9,4,4,N,N
2834,F,37,Abu Dhabi,23.4,10.0,Low,36,Sandals,Pink,Wide Fit,Synthetic,Online,0.99,Y,10,3,3,N,N
2835,M,23,Sharjah,26.7,12.1,Normal,38,Boots,Brown,Vegan Material,Synthetic,Online,0.93,Y,9,4,4,N,N
2836,F,49,Sharjah,27.0,8.9,Normal,40,Boots,Pink,Glitter,Leather,Online,0.99,Y,8,4,3,N,N
2837,F,37,Dubai,22.4,9.8,Normal,35,Sports,Pink,None,Canvas,Online,0.88,Y,3,5,5,N,N
2838,M,37,Dubai,26.4,11.2,Normal,41,Heels,Silver,None,Canvas,Online,0.95,Y,10,5,4,N,N
2839,M,39,Dubai,27.5,11.1,Normal,40,Boots,Pink,None,Synthetic,Online,0.92,Y,3,5,5,N,N
2840,F,27,Dubai,26.6,10.3,Normal,40,Sports,Silver,None,Vegan,Online,0.92,Y,6,5,5,N,N
2841,F,48,Sharjah,22.1,9.9,Normal,35,Loafers,Silver,Glitter,Mesh,Online,0.91,N,8,3,5,N,N
2842,M,40,Fujairah,29.9,9.8,Normal,43,Heels,Gold,Initials,Canvas,Online,0.83,Y,4,3,3,N,N
2843,F,24,Abu Dhabi,26.6,9.8,Low,39,Boots,Black,Wide Fit,Mesh,Online,0.97,Y,8,3,3,N,N
2844,M,52,Dubai,27.6,10.3,Normal,40,Sandals,Black,None,Synthetic,Online,0.99,Y,5,3,3,N,N
2845,F,46,Dubai,24.9,9.8,Normal,36,Sports,Black,Embroidery,Mesh,Offline,0.99,Y,5,4,4,N,N
2846,F,28,Dubai,24.2,10.1,Normal,36,Sneakers,Beige,None,Synthetic,Online,0.96,Y,7,5,2,Y,N
2847,F,38,Dubai,25.3,9.5,Low,39,Loafers,Brown,Initials,Mesh,Online,0.89,Y,4,5,1,Y,N
2848,F,29,Dubai,27.4,10.4,Normal,40,Heels,Blue,None,Canvas,Offline,0.83,Y,3,4,4,N,N
2849,F,60,Dubai,26.0,10.1,Low,37,Boots,Brown,Embroidery,Vegan,Online,0.98,Y,5,4,4,N,N
2850,M,41,Dubai,25.0,11.2,Normal,39,Sneakers,Brown,None,Canvas,Online,0.96,Y,6,4,4,N,N
2851,F,18,Abu Dhabi,26.2,9.5,Normal,38,Loafers,Green,Wide Fit,Leather,Online,0.98,Y,8,3,3,N,N
2852,F,49,Dubai,27.0,10.8,Normal,39,Heels,Brown,Embroidery,Mesh,Offline,0.99,Y,7,4,4,N,N
2853,F,23,Dubai,24.2,10.3,Low,36,Boots,Pink,Embroidery,Synthetic,Online,0.88,Y,5,4,4,N,N
2854,M,33,Ajman,27.4,10.9,Normal,40,Sports,Blue,Vegan Material,Canvas,Online,0.9,Y,9,5,5,N,N
2855,F,59,Ras Al Khaimah,24.2,9.1,High,38,Boots,Red,Embroidery,Vegan,Offline,0.84,Y,7,5,5,N,N
2856,F,34,Dubai,23.6,10.1,Low,37,Heels,Black,None,Mesh,Online,0.9,Y,7,5,5,N,N
2857,F,45,Dubai,25.1,9.9,Normal,38,Sneakers,Green,Embroidery,Synthetic,Online,0.93,Y,10,5,5,N,N
2858,M,42,Abu Dhabi,28.3,10.8,Normal,42,Sandals,Silver,Glitter,Canvas,Online,0.83,Y,4,4,4,N,N
2859,M,24,Abu Dhabi,29.3,10.5,High,43,Sports,Red,Glitter,Mesh,Online,0.96,Y,9,5,5,N,N
2860,F,22,Dubai,25.1,9.4,Normal,39,Heels,Blue,Initials,Leather,Online,0.92,Y,6,5,5,N,N
2861,F,43,Fujairah,23.7,9.1,High,35,Heels,Gold,None,Synthetic,Offline,0.93,Y,10,4,4,N,N
2862,M,44,Sharjah,28.3,11.0,Normal,41,Sandals,Brown,Embroidery,Vegan,Online,0.99,N,10,4,4,N,N
2863,M,18,Umm Al Quwain,30.0,11.3,Normal,41,Heels,Silver,Initials,Synthetic,Online,0.94,Y,9,4,4,N,N
2864,F,19,Dubai,24.5,9.8,Normal,39,Sports,Beige,Glitter,Vegan,Online,0.84,Y,5,3,3,N,N
2865,M,37,Sharjah,28.1,11.0,Normal,40,Sandals,Blue,None,Synthetic,Online,0.84,Y,5,4,4,N,N
2866,M,48,Dubai,25.8,9.8,Normal,39,Sneakers,Blue,Vegan Material,Canvas,Online,0.95,Y,5,5,1,N,N
2867,M,33,Dubai,28.6,11.3,Normal,44,Sneakers,Gold,None,Synthetic,Offline,0.92,Y,10,4,4,N,Y
2868,F,45,Dubai,24.4,10.7,Normal,34,Sneakers,Gold,Wide Fit,Vegan,Offline,0.96,Y,3,5,5,N,N
2869,M,41,Dubai,27.8,11.5,Normal,40,Boots,Pink,Wide Fit,Synthetic,Online,0.86,Y,4,5,5,N,N
2870,M,51,Sharjah,29.1,10.0,Normal,42,Heels,Green,Embroidery,Leather,Online,0.83,Y,3,5,5,N,N
2871,M,53,Dubai,28.6,9.6,Normal,41,Boots,White,None,Synthetic,Offline,0.84,Y,10,5,5,N,N
2872,F,23,Abu Dhabi,22.6,10.5,Normal,36,Boots,Green,None,Vegan,Online,0.98,Y,6,3,3,N,N
2873,F,30,Ajman,22.4,9.8,Normal,36,Heels,Gold,Initials,Mesh,Online,0.85,Y,8,4,3,N,N
2874,F,27,Abu Dhabi,24.8,10.5,Normal,38,Heels,Pink,Vegan Material,Canvas,Online,0.84,Y,5,1,1,Y,N
2875,M,20,Dubai,27.8,11.4,High,41,Heels,Black,None,Leather,Online,0.81,Y,6,5,5,N,N
2876,F,37,Dubai,25.3,9.4,Normal,39,Sandals,Green,None,Leather,Online,0.82,Y,10,3,3,N,N
2877,F,27,Dubai,23.6,9.2,Normal,37,Boots,Black,Initials,Mesh,Online,0.89,Y,6,2,5,Y,N
2878,F,42,Umm Al Quwain,23.8,9.3,Low,37,Loafers,Brown,Embroidery,Leather,Offline,0.88,Y,10,4,4,N,N
2879,M,27,Dubai,27.1,12.0,Normal,42,Heels,Gold,None,Synthetic,Online,0.96,Y,3,5,5,N,N
2880,F,23,Sharjah,25.2,8.8,Normal,38,Sneakers,White,Vegan Material,Vegan,Online,0.81,Y,3,5,5,N,N
2881,M,36,Dubai,27.2,10.6,Low,40,Sandals,Brown,Wide Fit,Synthetic,Online,0.81,Y,3,5,5,N,N
2882,F,32,Dubai,24.5,10.3,Normal,37,Heels,Silver,None,Mesh,Online,0.97,Y,10,3,3,N,N
2883,M,44,Dubai,30.8,12.3,Normal,44,Heels,Gold,None,Leather,Offline,0.81,Y,3,4,4,N,Y
2884,F,34,Abu Dhabi,22.2,8.2,Low,36,Loafers,Brown,Glitter,Canvas,Online,0.81,Y,7,5,3,N,N
2885,M,29,Ras Al Khaimah,27.2,10.0,High,40,Sports,Pink,Initials,Canvas,Offline,0.86,Y,5,4,4,N,N
2886,F,58,Dubai,25.4,9.0,Normal,40,Boots,White,Embroidery,Synthetic,Online,0.87,Y,8,5,5,N,N
2887,F,28,Dubai,25.0,9.9,Normal,39,Loafers,Brown,Wide Fit,Canvas,Online,0.87,Y,8,4,4,N,N
2888,F,41,Abu Dhabi,24.9,10.9,Normal,38,Sandals,Red,Vegan Material,Synthetic,Offline,0.98,Y,8,4,4,N,N
2889,F,25,Abu Dhabi,22.1,9.9,Normal,37,Sandals,Silver,None,Leather,Online,0.82,Y,7,4,4,N,N
2890,M,59,Dubai,25.0,11.6,Normal,39,Sneakers,Green,Initials,Vegan,Online,0.9,Y,3,5,5,N,N
2891,M,37,Ajman,23.5,11.2,Normal,36,Heels,White,Glitter,Canvas,Online,0.93,Y,4,5,5,N,N
2892,M,47,Ras Al Khaimah,25.4,12.0,High,36,Loafers,White,Initials,Synthetic,Online,0.97,Y,4,3,3,N,N
2893,F,41,Dubai,25.0,10.2,Low,37,Boots,Gold,Embroidery,Vegan,Offline,0.97,Y,7,5,5,N,N
2894,F,57,Dubai,24.0,10.6,Normal,36,Sneakers,Green,None,Canvas,Online,0.99,Y,8,4,4,N,N
2895,M,27,Dubai,27.4,11.9,Normal,41,Loafers,Brown,None,Canvas,Offline,0.93,Y,6,4,4,N,N
2896,M,54,Fujairah,29.5,11.5,Normal,43,Sandals,Green,Embroidery,Synthetic,Online,0.97,Y,3,5,5,N,N
2897,M,52,Sharjah,30.6,10.9,High,43,Boots,White,None,Leather,Online,0.95,Y,7,4,4,N,N
2898,M,54,Abu Dhabi,25.5,10.7,Normal,38,Loafers,Red,None,Canvas,Online,0.88,Y,9,5,5,N,N
2899,M,52,Abu Dhabi,23.9,11.8,Normal,37,Boots,Black,None,Mesh,Online,0.96,Y,10,5,5,N,N
2900,M,40,Sharjah,26.4,11.7,Normal,39,Heels,Green,None,Canvas,Offline,0.83,Y,4,5,5,N,N
2901,M,56,Sharjah,25.6,10.4,Normal,38,Heels,Brown,Wide Fit,Canvas,Online,0.85,Y,10,2,3,Y,N
2902,F,33,Dubai,22.8,10.2,Normal,36,Sneakers,White,Wide Fit,Mesh,Online,0.99,Y,3,3,3,N,N
2903,M,51,Sharjah,28.2,10.9,Normal,42,Sandals,Green,None,Vegan,Online,0.92,Y,8,4,4,N,N
2904,F,30,Umm Al Quwain,22.9,9.2,Low,35,Sandals,Pink,None,Canvas,Online,0.85,Y,6,5,5,N,N
2905,M,46,Dubai,25.9,11.3,Normal,39,Loafers,Black,None,Canvas,Online,0.92,N,6,5,2,Y,N
2906,M,41,Sharjah,24.4,11.9,Normal,40,Loafers,Beige,None,Canvas,Online,0.99,Y,10,4,4,N,N
2907,M,28,Dubai,28.9,13.0,Normal,42,Heels,Pink,Glitter,Mesh,Online,0.93,N,6,5,5,N,N
2908,M,19,Sharjah,27.3,11.2,Normal,39,Sneakers,Green,Glitter,Vegan,Online,0.86,Y,4,4,4,N,N
2909,M,25,Ajman,26.2,10.6,Normal,39,Sports,Brown,None,Leather,Online,0.97,N,9,4,4,N,N
2910,M,31,Sharjah,26.5,11.8,Normal,41,Heels,Black,None,Vegan,Online,0.89,Y,9,2,2,N,N
2911,F,28,Abu Dhabi,25.3,9.3,Normal,37,Heels,Blue,Wide Fit,Mesh,Online,1.0,Y,3,4,4,N,N
2912,F,57,Dubai,26.2,8.9,Low,40,Sports,Black,Vegan Material,Mesh,Online,0.9,Y,7,5,1,Y,N
2913,F,54,Fujairah,25.3,10.2,High,38,Sandals,Green,None,Leather,Offline,0.9,Y,9,5,5,N,N
2914,M,54,Dubai,29.3,12.0,Normal,43,Boots,Pink,None,Canvas,Online,0.99,Y,7,4,4,N,N
2915,F,54,Dubai,26.6,8.5,Normal,39,Sports,Beige,None,Leather,Online,0.88,Y,9,5,1,N,N
2916,F,42,Dubai,25.1,9.7,Normal,36,Heels,Black,Wide Fit,Synthetic,Online,0.8,Y,8,2,2,Y,N
2917,F,21,Dubai,23.5,8.6,Normal,37,Boots,Blue,None,Leather,Online,0.97,Y,8,4,4,N,N
2918,F,57,Dubai,25.7,10.1,Low,42,Sneakers,Red,Glitter,Canvas,Online,0.95,Y,5,5,5,N,Y
2919,M,23,Dubai,30.9,10.5,Low,45,Heels,Gold,None,Canvas,Online,0.87,Y,7,5,3,N,Y
2920,M,35,Sharjah,28.0,10.4,High,40,Sandals,Pink,Vegan Material,Leather,Online,0.97,Y,9,5,5,N,N
2921,F,32,Abu Dhabi,22.2,10.6,Normal,35,Heels,Red,None,Vegan,Online,0.82,Y,6,1,1,Y,N
2922,M,38,Abu Dhabi,27.1,11.1,Normal,41,Sports,Pink,Embroidery,Leather,Online,0.89,Y,4,2,2,Y,N
2923,M,34,Umm Al Quwain,25.1,11.6,High,39,Sports,Black,Vegan Material,Leather,Offline,0.92,Y,5,4,4,N,N
2924,M,42,Fujairah,23.7,11.1,High,35,Loafers,White,Glitter,Vegan,Online,0.9,Y,5,5,1,N,N
2925,F,45,Fujairah,25.7,9.6,Normal,39,Heels,Pink,None,Canvas,Online,0.96,Y,6,4,4,N,N
2926,F,45,Umm Al Quwain,24.1,10.3,Normal,35,Sandals,Gold,None,Vegan,Online,0.93,Y,4,4,4,N,N
2927,F,53,Fujairah,25.3,10.0,Normal,37,Sandals,Pink,Initials,Vegan,Online,0.95,Y,10,5,4,N,N
2928,F,24,Dubai,25.7,9.3,Normal,39,Boots,White,Initials,Mesh,Offline,0.9,N,4,5,3,N,N
2929,F,40,Abu Dhabi,21.8,10.0,Normal,34,Loafers,Gold,None,Synthetic,Online,0.88,Y,6,4,4,N,N
2930,F,35,Dubai,21.9,9.2,Normal,36,Heels,White,None,Vegan,Offline,0.97,Y,7,4,4,N,N
2931,M,52,Ajman,30.5,11.2,Normal,42,Sneakers,Brown,Initials,Vegan,Online,0.95,Y,3,4,4,N,N
2932,M,21,Dubai,28.3,11.2,Normal,44,Boots,Pink,Wide Fit,Canvas,Online,0.83,Y,7,4,4,N,Y
2933,M,30,Ras Al Khaimah,26.5,10.4,Normal,40,Sneakers,Red,Vegan Material,Mesh,Online,0.85,Y,3,4,5,N,N
2934,M,52,Abu Dhabi,29.5,11.2,Normal,43,Sports,Blue,Vegan Material,Vegan,Online,0.96,Y,8,5,5,N,N
2935,M,56,Dubai,27.3,10.7,Normal,41,Boots,Pink,None,Synthetic,Online,0.84,Y,6,5,5,N,N
2936,M,38,Sharjah,24.2,11.1,Normal,37,Boots,Brown,Embroidery,Leather,Offline,0.91,Y,6,3,3,N,N
2937,F,52,Abu Dhabi,25.3,9.2,Normal,38,Boots,Gold,Vegan Material,Canvas,Online,0.86,Y,8,4,4,N,N
2938,F,19,Dubai,25.5,9.0,Normal,38,Boots,Pink,Vegan Material,Synthetic,Online,0.8,Y,6,5,5,N,N
2939,M,37,Sharjah,26.9,11.4,High,39,Sneakers,Red,None,Mesh,Online,0.97,Y,8,2,2,Y,N
2940,F,34,Dubai,23.1,10.5,Low,37,Sports,Beige,Vegan Material,Mesh,Online,0.88,Y,3,3,3,N,N
2941,F,24,Sharjah,22.0,10.8,Low,36,Loafers,White,Vegan Material,Canvas,Online,0.83,Y,7,5,5,N,N
2942,F,30,Ajman,26.9,9.6,Normal,38,Sandals,Silver,Wide Fit,Leather,Online,0.82,Y,8,4,2,N,N
2943,M,19,Abu Dhabi,28.2,10.5,High,42,Sandals,Brown,Wide Fit,Vegan,Online,0.98,Y,7,5,5,N,N
2944,M,36,Abu Dhabi,28.9,11.5,Normal,43,Sandals,Blue,Initials,Synthetic,Online,0.84,Y,10,5,5,N,N
2945,F,30,Dubai,22.9,10.3,Normal,35,Boots,Red,Glitter,Leather,Online,0.91,Y,10,3,5,N,N
2946,F,28,Ajman,23.0,9.9,Normal,37,Loafers,Beige,Embroidery,Mesh,Online,0.98,Y,10,3,3,N,N
2947,M,44,Sharjah,25.4,11.7,Low,39,Sandals,Beige,None,Vegan,Online,0.98,Y,6,2,2,Y,N
2948,F,46,Dubai,23.3,9.5,High,36,Sports,Pink,Wide Fit,Canvas,Online,0.93,Y,7,5,3,N,N
2949,F,53,Sharjah,24.1,10.1,Normal,35,Sports,Beige,Wide Fit,Canvas,Online,0.91,Y,5,5,5,N,N
2950,M,23,Sharjah,23.5,9.3,Normal,35,Boots,Silver,None,Vegan,Online,0.83,Y,9,5,5,N,N
2951,F,57,Abu Dhabi,24.0,9.2,Normal,37,Sandals,Black,None,Canvas,Online,0.89,Y,5,4,4,N,N
2952,M,18,Abu Dhabi,27.0,11.2,Low,42,Loafers,Red,None,Synthetic,Online,0.97,Y,8,5,5,N,N
2953,F,28,Dubai,24.3,8.7,Normal,38,Sneakers,Red,Glitter,Synthetic,Online,0.97,Y,8,5,5,N,N
2954,F,49,Sharjah,23.7,9.9,Normal,36,Sports,Gold,Vegan Material,Vegan,Online,0.84,Y,6,5,5,N,N
2955,M,29,Dubai,30.3,12.5,High,42,Loafers,Blue,Embroidery,Canvas,Offline,0.98,N,4,5,4,N,N
2956,M,45,Sharjah,24.5,12.8,High,36,Boots,Silver,None,Mesh,Online,0.98,Y,4,4,4,N,N
2957,F,24,Dubai,24.9,8.9,Normal,37,Boots,Blue,None,Mesh,Online,0.92,Y,10,5,5,N,N
2958,M,27,Dubai,29.7,9.4,Normal,43,Sneakers,Black,Wide Fit,Synthetic,Online,0.99,Y,3,3,5,N,N
2959,M,48,Dubai,30.5,10.9,Normal,43,Sports,Silver,Embroidery,Mesh,Online,0.9,Y,10,2,2,Y,N
2960,M,47,Dubai,25.0,11.4,Low,38,Boots,Gold,None,Canvas,Offline,0.8,Y,9,5,5,N,N
2961,F,35,Abu Dhabi,23.5,10.1,Normal,35,Sneakers,White,Vegan Material,Vegan,Online,0.84,Y,6,4,4,N,N
2962,F,28,Dubai,24.6,10.4,Normal,37,Sandals,Brown,None,Vegan,Online,0.92,Y,7,1,1,Y,N
2963,F,52,Sharjah,27.1,9.6,Normal,39,Loafers,Black,Wide Fit,Synthetic,Online,0.81,Y,5,4,4,N,N
2964,M,19,Abu Dhabi,28.5,12.0,Normal,41,Boots,Silver,Wide Fit,Leather,Online,0.87,Y,4,4,1,N,N
2965,M,43,Dubai,24.9,10.8,Normal,38,Sandals,Beige,Initials,Leather,Online,0.98,Y,3,2,2,Y,N
2966,F,47,Dubai,22.4,8.6,Normal,35,Loafers,Brown,None,Leather,Offline,0.98,Y,3,5,5,N,N
2967,M,22,Dubai,25.2,11.6,Normal,39,Loafers,Blue,Glitter,Mesh,Online,0.99,Y,4,4,4,N,N
2968,M,58,Abu Dhabi,23.3,9.5,Normal,36,Boots,Brown,Vegan Material,Mesh,Online,0.97,Y,3,4,4,N,N
2969,M,31,Abu Dhabi,31.4,11.2,Normal,43,Sneakers,Blue,Embroidery,Canvas,Offline,0.99,N,5,5,5,N,N
2970,F,48,Dubai,25.2,9.4,Normal,38,Loafers,White,Initials,Canvas,Online,0.98,Y,9,2,2,Y,N
2971,M,57,Sharjah,24.2,11.5,Normal,37,Sandals,Brown,None,Leather,Online,0.81,Y,5,5,5,N,N
2972,M,42,Abu Dhabi,22.4,11.2,High,35,Sports,Red,None,Mesh,Online,0.88,Y,10,4,4,N,N
2973,M,32,Dubai,29.2,9.7,Normal,43,Sandals,Gold,Wide Fit,Vegan,Online,0.92,Y,6,4,4,N,N
2974,F,36,Abu Dhabi,23.9,10.2,Low,37,Heels,Gold,Wide Fit,Leather,Online,0.96,Y,5,5,2,Y,N
2975,M,25,Dubai,24.1,11.1,Normal,38,Sports,Gold,None,Canvas,Online,0.94,Y,9,4,4,N,N
2976,M,47,Sharjah,27.1,10.9,Normal,40,Sneakers,White,Embroidery,Synthetic,Online,0.87,Y,5,5,5,N,N
2977,M,42,Abu Dhabi,29.3,12.0,Normal,43,Sports,White,None,Canvas,Online,0.99,Y,7,5,5,N,N
2978,F,44,Abu Dhabi,22.6,9.3,Normal,35,Sandals,Gold,Glitter,Synthetic,Offline,0.81,Y,6,5,5,N,N
2979,M,42,Abu Dhabi,28.4,10.7,Normal,43,Sneakers,Silver,Wide Fit,Mesh,Online,0.85,Y,5,3,3,N,N
2980,F,23,Sharjah,26.2,9.0,Normal,39,Loafers,Red,Embroidery,Leather,Online,0.99,Y,9,5,5,N,N
2981,M,35,Dubai,29.0,12.4,Normal,44,Heels,Brown,Embroidery,Canvas,Online,0.83,Y,9,5,4,N,Y
2982,F,39,Dubai,25.6,9.6,Normal,39,Sneakers,Gold,None,Vegan,Offline,0.97,Y,4,3,3,N,N
2983,M,24,Dubai,30.7,12.2,Normal,44,Loafers,Silver,None,Mesh,Offline,0.86,Y,4,5,5,N,Y
2984,F,24,Fujairah,23.1,10.1,Normal,37,Loafers,White,Embroidery,Vegan,Online,0.9,Y,4,5,5,N,N
2985,M,29,Umm Al Quwain,27.5,11.3,Normal,42,Heels,Red,Wide Fit,Canvas,Online,0.94,Y,9,4,4,N,N
2986,M,43,Sharjah,29.2,11.8,High,41,Sandals,Beige,Initials,Vegan,Online,0.85,Y,9,5,1,Y,N
2987,F,57,Ras Al Khaimah,24.4,9.3,High,37,Boots,Red,None,Synthetic,Online,0.86,Y,6,5,5,N,N
2988,M,18,Dubai,30.2,11.6,Normal,44,Sports,Blue,Embroidery,Synthetic,Online,0.8,Y,7,4,4,N,Y
2989,F,52,Dubai,22.8,10.5,Normal,37,Sandals,Black,Glitter,Vegan,Online,0.84,Y,6,5,5,N,N
2990,M,27,Ras Al Khaimah,25.2,12.1,High,39,Boots,Beige,Embroidery,Mesh,Online,0.87,Y,8,5,5,N,N
2991,F,22,Dubai,21.3,9.1,High,31,Boots,Beige,Wide Fit,Mesh,Online,0.88,Y,9,3,3,N,N
2992,F,58,Abu Dhabi,23.0,9.4,Normal,36,Boots,Brown,Glitter,Synthetic,Online,0.88,Y,10,3,3,N,N
2993,M,45,Sharjah,26.9,10.6,Normal,41,Boots,Black,Embroidery,Synthetic,Online,0.82,Y,5,4,4,N,N
2994,M,20,Dubai,23.7,11.2,Normal,37,Loafers,White,None,Synthetic,Online,0.97,Y,5,2,2,Y,N
2995,M,49,Abu Dhabi,24.5,12.2,Normal,38,Heels,White,Vegan Material,Synthetic,Online,0.88,Y,6,2,2,Y,N
2996,M,37,Dubai,27.5,12.5,Normal,41,Sandals,Blue,None,Leather,Online,0.81,Y,7,5,5,N,N
2997,F,40,Dubai,25.7,9.9,Normal,40,Sneakers,Silver,None,Synthetic,Online,0.9,Y,10,5,5,N,N
2998,F,27,Sharjah,24.5,9.8,High,39,Sports,Red,Initials,Leather,Online,0.91,Y,9,5,3,N,N
2999,M,53,Ajman,25.1,9.8,High,37,Sandals,White,Vegan Material,Vegan,Online,0.93,Y,6,5,5,N,N
3000,F,55,Dubai,25.6,10.2,Normal,37,Sports,Blue,Glitter,Vegan,Online,0.81,Y,8,5,5,N,N
3001,M,48,Ras Al Khaimah,28.2,10.6,Normal,42,Sandals,Gold,Wide Fit,Mesh,Offline,0.95,Y,10,4,4,N,N
3002,F,49,Sharjah,25.7,11.7,Normal,39,Heels,Beige,Wide Fit,Leather,Offline,0.89,Y,7,5,5,N,N
3003,M,49,Dubai,22.4,10.6,Normal,34,Loafers,Blue,None,Vegan,Online,1.0,Y,3,3,3,N,N
3004,F,19,Abu Dhabi,26.5,9.4,High,38,Sports,White,None,Synthetic,Offline,0.83,Y,3,5,5,N,N
3005,F,34,Ajman,24.6,11.1,Normal,38,Sneakers,Black,Vegan Material,Mesh,Online,0.86,N,3,4,4,N,N
3006,M,38,Abu Dhabi,25.5,11.2,Normal,39,Boots,Silver,Embroidery,Leather,Online,0.89,Y,3,4,4,N,N
3007,M,53,Abu Dhabi,26.2,10.8,Normal,38,Loafers,Black,Vegan Material,Canvas,Offline,0.97,Y,4,5,5,N,N
3008,M,37,Dubai,29.2,10.0,Normal,44,Sandals,White,None,Mesh,Online,0.82,Y,5,5,5,N,Y
3009,F,18,Dubai,25.3,9.7,High,38,Sports,Black,None,Canvas,Offline,0.89,Y,5,5,5,N,N
3010,M,57,Sharjah,28.6,11.2,Normal,43,Boots,Red,None,Synthetic,Offline,0.83,Y,3,3,3,N,N
3011,F,21,Dubai,25.9,10.1,High,37,Boots,Pink,None,Leather,Offline,1.0,Y,9,5,5,N,N
3012,M,19,Dubai,28.4,10.7,Normal,40,Sneakers,Beige,Wide Fit,Canvas,Offline,0.9,Y,7,4,4,N,N
3013,M,18,Dubai,29.8,9.9,Normal,42,Heels,Pink,Glitter,Canvas,Online,0.97,Y,8,4,4,N,N
3014,M,42,Dubai,27.0,12.4,Normal,40,Heels,Black,None,Mesh,Online,0.9,Y,6,5,5,N,N
3015,F,47,Dubai,23.9,9.9,Normal,36,Heels,Pink,Wide Fit,Leather,Online,0.98,Y,7,5,5,N,N
3016,F,40,Abu Dhabi,22.4,9.9,Normal,35,Sandals,Black,Initials,Leather,Online,0.85,Y,10,3,3,N,N
3017,F,25,Abu Dhabi,24.3,9.8,Normal,36,Sandals,Blue,Initials,Mesh,Online,0.92,Y,3,5,5,N,N
3018,M,29,Abu Dhabi,28.9,12.1,Normal,39,Loafers,Green,Wide Fit,Mesh,Online,0.91,Y,7,5,5,N,N
3019,M,39,Abu Dhabi,24.2,11.8,Low,37,Sandals,Pink,Embroidery,Leather,Online,0.91,Y,5,5,5,N,N
3020,M,50,Abu Dhabi,28.6,10.9,High,42,Loafers,Blue,Glitter,Mesh,Online,0.97,Y,7,5,5,N,N
3021,M,53,Umm Al Quwain,27.0,12.1,Normal,39,Sandals,Blue,Initials,Canvas,Online,1.0,Y,5,3,3,N,N
3022,F,42,Abu Dhabi,24.3,10.1,Normal,39,Boots,Red,Initials,Leather,Online,0.88,Y,7,2,2,Y,N
3023,F,46,Abu Dhabi,24.5,10.5,Normal,36,Sandals,Beige,None,Synthetic,Offline,0.86,Y,5,4,4,N,N
3024,F,57,Fujairah,24.7,8.8,High,38,Sneakers,Beige,Initials,Canvas,Online,0.94,Y,5,4,2,Y,N
3025,F,31,Dubai,23.4,9.4,Normal,36,Heels,Green,None,Synthetic,Online,0.99,Y,4,4,4,N,N
3026,M,56,Dubai,25.1,11.1,Normal,37,Loafers,Blue,None,Mesh,Online,0.8,Y,7,5,5,N,N
3027,M,34,Dubai,25.5,10.6,Normal,39,Sports,Pink,Wide Fit,Vegan,Online,0.81,Y,4,4,4,N,N
3028,F,48,Dubai,26.9,8.9,Normal,40,Sneakers,Green,Vegan Material,Synthetic,Offline,0.91,Y,3,5,2,Y,N
3029,M,20,Ras Al Khaimah,30.7,11.3,Normal,43,Sandals,Silver,Vegan Material,Canvas,Online,0.88,Y,4,4,1,Y,N
3030,F,43,Dubai,24.5,10.2,Low,37,Boots,Green,None,Synthetic,Online,0.92,Y,6,4,4,N,N
3031,F,37,Dubai,25.6,9.9,Normal,39,Heels,Beige,None,Mesh,Online,0.97,Y,8,4,4,N,N
3032,F,23,Abu Dhabi,23.9,8.9,Low,36,Sneakers,Black,Glitter,Leather,Online,0.81,Y,3,5,5,N,N
3033,F,46,Sharjah,21.0,10.0,Normal,32,Sneakers,Silver,Wide Fit,Synthetic,Online,0.87,N,3,5,2,Y,N
3034,M,46,Sharjah,22.9,11.9,Normal,35,Loafers,Blue,Wide Fit,Leather,Online,0.95,Y,9,4,1,N,N
3035,M,40,Dubai,27.6,11.1,Low,42,Sneakers,Black,Glitter,Synthetic,Online,0.98,Y,5,4,4,N,N
